"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 15 12:04:43 MSK 2019","Thu Aug 15 12:04:43 MSK 2019","355","","","","","","Отчет.СведенияОПользователях.Форма","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:01:54 MSK 2019","Thu Aug 15 12:01:54 MSK 2019","219","","","","","","Списки : Справочник.СертификатыКлючейЭлектроннойПодписиИШифрования.Форма.ФормаВыбора","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:04:08 MSK 2019","Thu Aug 15 12:04:09 MSK 2019","456","","","","","","Отчет.Бонусы.Форма","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:09:34 MSK 2019","Thu Aug 15 12:09:34 MSK 2019","3","","","","","","РегистрНакопления.ПревышенияНоменклатуры: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:02:35 MSK 2019","Thu Aug 15 12:02:35 MSK 2019","232","","","","","","Существующие : Документ.ЕГАИС_ПередачаПродукции.Форма.ФормаДокумента","ТестДолжен_ОткрытьФормуСуществующегоЭлементаДокумента"
"passed","Thu Aug 15 12:03:53 MSK 2019","Thu Aug 15 12:03:53 MSK 2019","475","","","","","","Обработка.ПомарочнаяСверка.Форма.Форма","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:01:43 MSK 2019","Thu Aug 15 12:01:43 MSK 2019","438","","","","","","Списки : Справочник.Пользователи.Форма.ФормаСписка","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:06:34 MSK 2019","Thu Aug 15 12:06:34 MSK 2019","4","","","","","","РегистрСведений.НастройкиВариантовОтчетов: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:00:30 MSK 2019","Thu Aug 15 12:00:31 MSK 2019","375","","","","","","Новые : Справочник.Клиенты.Форма.ФормаЭлемента","ТестДолжен_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu Aug 15 11:59:57 MSK 2019","Thu Aug 15 11:59:57 MSK 2019","265","","","","","","Новые : Справочник.Валюты.Форма.ФормаЭлемента","ТестДолжен_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu Aug 15 12:07:23 MSK 2019","Thu Aug 15 12:07:23 MSK 2019","3","","","","","","Документ.ТТК: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:06:59 MSK 2019","Thu Aug 15 12:06:59 MSK 2019","5","","","","","","РегистрСведений.СоответствиеРеквизитовРаботаСНоменклатурой: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:00:50 MSK 2019","Thu Aug 15 12:00:51 MSK 2019","203","","","","","","Списки : Справочник.Меркурий_Страны.Форма.ФормаСписка","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:09:39 MSK 2019","Thu Aug 15 12:09:39 MSK 2019","3","","","","","","Справочник.ПодарочныеСертификаты: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"broken","Thu Aug 15 12:11:35 MSK 2019","Thu Aug 15 12:11:35 MSK 2019","12","","","","","","РегистрСведений.ЗначенияГруппДоступаПоУмолчанию: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:06:08 MSK 2019","Thu Aug 15 12:06:08 MSK 2019","6","","","","","","Справочник.ПрограммыЭлектроннойПодписиИШифрования: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:00:32 MSK 2019","Thu Aug 15 12:00:32 MSK 2019","187","","","","","","Списки : Справочник.КлючиАналитикиУчетаНоменклатуры.Форма.ФормаВыбора","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:03:30 MSK 2019","Thu Aug 15 12:03:31 MSK 2019","358","","","","","","Новые : Документ.УстановкаЦенНоменклатурыПоставщика.Форма.ФормаДокумента","ТестДолжен_ОткрытьФормуНовогоДокумента"
"passed","Thu Aug 15 12:05:10 MSK 2019","Thu Aug 15 12:05:10 MSK 2019","4","","","","","","Константа.УдалитьАлгоритмПодписи: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:02:22 MSK 2019","Thu Aug 15 12:02:23 MSK 2019","334","","","","","","Существующие : Документ.ВнутренняяПродажа.Форма.ФормаДокумента","ТестДолжен_ОткрытьФормуСуществующегоЭлементаДокумента"
"passed","Thu Aug 15 12:08:13 MSK 2019","Thu Aug 15 12:08:13 MSK 2019","3","","","","","","Документ.Чек: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:11:03 MSK 2019","Thu Aug 15 12:11:03 MSK 2019","7","","","","","","РегистрСведений.СведенияОСертификатахОбменСБанками: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:02:51 MSK 2019","Thu Aug 15 12:02:51 MSK 2019","250","","","","","","Существующие : Документ.НачислениеЗаработнойПлаты.Форма.ФормаДокумента","ТестДолжен_ОткрытьФормуСуществующегоЭлементаДокумента"
"passed","Thu Aug 15 12:11:35 MSK 2019","Thu Aug 15 12:11:35 MSK 2019","3","","","","","","Константа.ДатаПоследнейВыгрузкиЗамеровПроизводительностиUTC: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:05:28 MSK 2019","Thu Aug 15 12:05:28 MSK 2019","8","","","","","","Справочник.Меркурий_ЕдиницыИзмерения: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:07:34 MSK 2019","Thu Aug 15 12:07:34 MSK 2019","4","","","","","","РегистрСведений.ЦеныНоменклатуры: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:09:37 MSK 2019","Thu Aug 15 12:09:37 MSK 2019","9","","","","","","РегистрСведений.ИндексыСПАРКРиски: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:04:03 MSK 2019","Thu Aug 15 12:04:03 MSK 2019","359","","","","","","Обработка.УправлениеТСД.Форма.Форма","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:02:11 MSK 2019","Thu Aug 15 12:02:12 MSK 2019","203","","","","","","Существующие : Справочник.ШаблоныДокументовFrontol.Форма.ФормаГруппы","ТестДолжен_ОткрытьФормуСуществующегоЭлементаСправочника"
"passed","Thu Aug 15 12:05:41 MSK 2019","Thu Aug 15 12:05:41 MSK 2019","4","","","","","","Константа.КаталогСообщенийОбменаДаннымиДляWindows: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:00:02 MSK 2019","Thu Aug 15 12:00:03 MSK 2019","109","","","","","","Существующие : Справочник.ВидыКонтактнойИнформации.Форма.ФормаГруппы","ТестДолжен_ОткрытьФормуСуществующегоЭлементаСправочника"
"passed","Thu Aug 15 12:03:49 MSK 2019","Thu Aug 15 12:03:49 MSK 2019","129","","","","","","Обработка.ОбновлениеНаименованийКлючейАналитикиУчетаНоменклатуры.Форма.Форма","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:03:20 MSK 2019","Thu Aug 15 12:03:20 MSK 2019","203","","","","","","Существующие : Документ.РасчетФинансовогоРезультата.Форма.ФормаДокумента","ТестДолжен_ОткрытьФормуСуществующегоЭлементаДокумента"
"passed","Thu Aug 15 12:07:59 MSK 2019","Thu Aug 15 12:07:59 MSK 2019","3","","","","","","Справочник.Кассы: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:11:12 MSK 2019","Thu Aug 15 12:11:12 MSK 2019","4","","","","","","РегистрСведений.ИдентификаторыОбъектовВерсийРасширений: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 11:59:55 MSK 2019","Thu Aug 15 11:59:55 MSK 2019","172","","","","","","Существующие : Справочник.БанковскиеСчетаКонтрагентов.Форма.ФормаЭлемента","ТестДолжен_ОткрытьФормуСуществующегоЭлементаСправочника"
"passed","Thu Aug 15 12:01:36 MSK 2019","Thu Aug 15 12:01:36 MSK 2019","172","","","","","","Новые : Справочник.НормыЕстественнойУбылиПоРеализации.Форма.ФормаЭлемента","ТестДолжен_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu Aug 15 12:03:47 MSK 2019","Thu Aug 15 12:03:47 MSK 2019","301","","","","","","Обработка.Меркурий_ОтчетЗапросовВСД.Форма.Форма","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:00:29 MSK 2019","Thu Aug 15 12:00:29 MSK 2019","219","","","","","","Списки : Справочник.КлассификаторБанков.Форма.ФормаВыбора","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:04:18 MSK 2019","Thu Aug 15 12:04:19 MSK 2019","375","","","","","","Отчет.ЕГАИС_ДублиПродажМарок.Форма","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:00:22 MSK 2019","Thu Aug 15 12:00:22 MSK 2019","172","","","","","","Списки : Справочник.ЕдиницыИзмерения.Форма.ФормаВыбора","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:04:12 MSK 2019","Thu Aug 15 12:04:13 MSK 2019","297","","","","","","Отчет.ДатыЗапретаИзменения.Форма","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:05:42 MSK 2019","Thu Aug 15 12:05:42 MSK 2019","4","","","","","","Константа.СтатьяДоходовВыпускПродукции: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:01:48 MSK 2019","Thu Aug 15 12:01:48 MSK 2019","197","","","","","","Списки : Справочник.ПрофилиКассиров.Форма.ФормаСписка","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:06:09 MSK 2019","Thu Aug 15 12:06:09 MSK 2019","9","","","","","","Справочник.Меркурий_КлассификаторПродукции: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:08:19 MSK 2019","Thu Aug 15 12:08:19 MSK 2019","4","","","","","","Справочник.Диадок_ПакетыДокументов: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:06:49 MSK 2019","Thu Aug 15 12:06:49 MSK 2019","4","","","","","","Константа.ВыпускатьПродукциюПоПоследнейСебестоимости: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:02:01 MSK 2019","Thu Aug 15 12:02:01 MSK 2019","312","","","","","","Списки : Справочник.Сотрудники.Форма.ФормаСписка","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:00:09 MSK 2019","Thu Aug 15 12:00:09 MSK 2019","485","","","","","","Новые : Справочник.ГруппыДоступа.Форма.ФормаЭлемента","ТестДолжен_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu Aug 15 12:05:45 MSK 2019","Thu Aug 15 12:05:45 MSK 2019","8","","","","","","РегистрСведений.Меркурий_НоменклатураПоАналитике: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:05:27 MSK 2019","Thu Aug 15 12:05:27 MSK 2019","8","","","","","","РегистрСведений.ЕГАИС_ГруппыПересорта: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:04:32 MSK 2019","Thu Aug 15 12:04:32 MSK 2019","417","","","","","","Отчет.ОтчетПоСкидкам.Форма","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"broken","Thu Aug 15 12:10:05 MSK 2019","Thu Aug 15 12:10:05 MSK 2019","11","","","","","","РегистрСведений.ПубличныеИдентификаторыСинхронизируемыхОбъектов: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:06:06 MSK 2019","Thu Aug 15 12:06:06 MSK 2019","7","","","","","","Справочник.УчетныеЗаписиЭлектроннойПочты: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:07:58 MSK 2019","Thu Aug 15 12:07:58 MSK 2019","4","","","","","","Константа.ПараметрыИтоговИАгрегатов: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:02:44 MSK 2019","Thu Aug 15 12:02:45 MSK 2019","296","","","","","","Новые : Документ.Меркурий_ВводНачальныхОстатков.Форма.ФормаДокумента","ТестДолжен_ОткрытьФормуНовогоДокумента"
"passed","Thu Aug 15 12:02:59 MSK 2019","Thu Aug 15 12:02:59 MSK 2019","266","","","","","","Новые : Документ.ПеремещениеНаличныхДенежныхСредств.Форма.ФормаДокумента","ТестДолжен_ОткрытьФормуНовогоДокумента"
"passed","Thu Aug 15 11:59:53 MSK 2019","Thu Aug 15 11:59:53 MSK 2019","141","","","","","","Новые : Справочник.Б_СтатусыЗаказов.Форма.ФормаЭлемента","ТестДолжен_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu Aug 15 12:05:26 MSK 2019","Thu Aug 15 12:05:26 MSK 2019","3","","","","","","Справочник.ПрофилиКассиров: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:02:07 MSK 2019","Thu Aug 15 12:02:07 MSK 2019","203","","","","","","Списки : Справочник.ТорговыеОбъекты.Форма.ФормаВыбора","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:10:04 MSK 2019","Thu Aug 15 12:10:04 MSK 2019","8","","","","","","Документ.Меркурий_ТранспортнаяПартия: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:00:52 MSK 2019","Thu Aug 15 12:00:53 MSK 2019","172","","","","","","Списки : Справочник.Меркурий_ТипыПоднадзорныхОбъектов.Форма.ФормаСписка","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:02:29 MSK 2019","Thu Aug 15 12:02:30 MSK 2019","526","","","","","","Новые : Документ.ЕГАИС_АктПостановкиНаБаланс.Форма.ФормаДокумента","ТестДолжен_ОткрытьФормуНовогоДокумента"
"passed","Thu Aug 15 12:00:26 MSK 2019","Thu Aug 15 12:00:26 MSK 2019","187","","","","","","Списки : Справочник.Карты.Форма.ФормаВыбора","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:01:35 MSK 2019","Thu Aug 15 12:01:35 MSK 2019","219","","","","","","Существующие : Справочник.НоменклатураПоставщиков.Форма.ФормаГруппы","ТестДолжен_ОткрытьФормуСуществующегоЭлементаСправочника"
"passed","Thu Aug 15 12:03:54 MSK 2019","Thu Aug 15 12:03:54 MSK 2019","759","","","","","","Обработка.РабочееМестоОператора.Форма.Форма","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:00:53 MSK 2019","Thu Aug 15 12:00:53 MSK 2019","125","","","","","","Существующие : Справочник.Меркурий_ТипыТранспортныхСредств.Форма.ФормаЭлемента","ТестДолжен_ОткрытьФормуСуществующегоЭлементаСправочника"
"passed","Thu Aug 15 12:05:59 MSK 2019","Thu Aug 15 12:05:59 MSK 2019","3","","","","","","Константа.ИспользоватьСинхронизациюДанныхВЛокальномРежиме: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:10:42 MSK 2019","Thu Aug 15 12:10:42 MSK 2019","7","","","","","","Документ.СправкиСПАРКРиски: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:08:09 MSK 2019","Thu Aug 15 12:08:09 MSK 2019","3","","","","","","Константа.Food: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:03:51 MSK 2019","Thu Aug 15 12:03:51 MSK 2019","141","","","","","","Обработка.ОбработкиОбновления.Форма.Форма","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:04:08 MSK 2019","Thu Aug 15 12:04:08 MSK 2019","342","","","","","","Отчет.БизнесПроцессы.Форма","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:08:54 MSK 2019","Thu Aug 15 12:08:54 MSK 2019","4","","","","","","РегистрСведений.ЦеныПереоценкиКомиссионногоТовара: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:11:14 MSK 2019","Thu Aug 15 12:11:14 MSK 2019","5","","","","","","РегистрНакопления.ЧекиОборотыСторно: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:10:23 MSK 2019","Thu Aug 15 12:10:23 MSK 2019","5","","","","","","БизнесПроцесс.Задание: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:07:33 MSK 2019","Thu Aug 15 12:07:33 MSK 2019","4","","","","","","ПланВидовХарактеристик.СтатьиРасходов: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:01:49 MSK 2019","Thu Aug 15 12:01:49 MSK 2019","224","","","","","","Списки : Справочник.ПрофилиКлючевыхОпераций.Форма.ФормаСписка","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:10:32 MSK 2019","Thu Aug 15 12:10:32 MSK 2019","4","","","","","","Константа.ИспользоватьСкидки: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:06:42 MSK 2019","Thu Aug 15 12:06:42 MSK 2019","7","","","","","","РегистрСведений.СостоянияОбменовЭДЧерезОператоровЭДО: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:00:10 MSK 2019","Thu Aug 15 12:00:11 MSK 2019","937","","","","","","Новые : Справочник.ГруппыКасс.Форма.ФормаЭлемента","ТестДолжен_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu Aug 15 12:01:51 MSK 2019","Thu Aug 15 12:01:51 MSK 2019","219","","","","","","Списки : Справочник.ПрофилиНастроекЭДО.Форма.ФормаСписка","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:02:33 MSK 2019","Thu Aug 15 12:02:33 MSK 2019","206","","","","","","Списки : Документ.ЕГАИС_ЗапросОстатковМарок.Форма.ФормаСписка","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:02:16 MSK 2019","Thu Aug 15 12:02:16 MSK 2019","281","","","","","","Списки : Документ.АвансовыйОтчет.Форма.ФормаСписка","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:00:36 MSK 2019","Thu Aug 15 12:00:36 MSK 2019","172","","","","","","Новые : Справочник.КоридорыНаценок.Форма.ФормаЭлемента","ТестДолжен_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu Aug 15 12:02:12 MSK 2019","Thu Aug 15 12:02:12 MSK 2019","219","","","","","","Списки : Справочник.ШаблоныДокументовFrontol.Форма.ФормаСписка","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:08:36 MSK 2019","Thu Aug 15 12:08:36 MSK 2019","6","","","","","","РегистрСведений.ИдентификаторыДокументовОснованийВладельцевЭД: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:05:29 MSK 2019","Thu Aug 15 12:05:29 MSK 2019","6","","","","","","РегистрСведений.СозданныеЗаказыПоКонтракту: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:00:18 MSK 2019","Thu Aug 15 12:00:18 MSK 2019","172","","","","","","Новые : Справочник.ЕГАИС_Номенклатура.Форма.ФормаЭлемента","ТестДолжен_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu Aug 15 12:00:54 MSK 2019","Thu Aug 15 12:00:55 MSK 2019","172","","","","","","Списки : Справочник.Меркурий_Улицы.Форма.ФормаВыбора","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 12:07:03 MSK 2019","Thu Aug 15 12:07:03 MSK 2019","3","","","","","","РегистрСведений.ПроводимыеРФР: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:08:02 MSK 2019","Thu Aug 15 12:08:02 MSK 2019","8","","","","","","Справочник.Меркурий_НазначенияГруза: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:02:32 MSK 2019","Thu Aug 15 12:02:33 MSK 2019","248","","","","","","Существующие : Документ.ЕГАИС_ЗапросНечитаемыхМарок.Форма.ФормаДокумента","ТестДолжен_ОткрытьФормуСуществующегоЭлементаДокумента"
"passed","Thu Aug 15 12:00:50 MSK 2019","Thu Aug 15 12:00:50 MSK 2019","187","","","","","","Новые : Справочник.Меркурий_Страны.Форма.ФормаЭлемента","ТестДолжен_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu Aug 15 12:00:22 MSK 2019","Thu Aug 15 12:00:22 MSK 2019","156","","","","","","Новые : Справочник.ЗначенияСвойствОбъектов.Форма.ФормаЭлемента","ТестДолжен_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu Aug 15 12:08:28 MSK 2019","Thu Aug 15 12:08:28 MSK 2019","6","","","","","","Справочник.СотрудникиПрисоединенныеФайлы: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:00:13 MSK 2019","Thu Aug 15 12:00:13 MSK 2019","172","","","","","","Существующие : Справочник.ГруппыМагазинов.Форма.ФормаЭлемента","ТестДолжен_ОткрытьФормуСуществующегоЭлементаСправочника"
"passed","Thu Aug 15 12:07:27 MSK 2019","Thu Aug 15 12:07:27 MSK 2019","3","","","","","","Справочник.ГрафикиПоставки: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:09:24 MSK 2019","Thu Aug 15 12:09:24 MSK 2019","3","","","","","","РегистрНакопления.ЗаказыПокупателей: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:00:07 MSK 2019","Thu Aug 15 12:00:08 MSK 2019","282","","","","","","Новые : Справочник.ГруппыВесов.Форма.ФормаЭлемента","ТестДолжен_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu Aug 15 12:03:16 MSK 2019","Thu Aug 15 12:03:17 MSK 2019","375","","","","","","Списки : Документ.РасходнаяНакладная.Форма.ФормаСписка","ТестДолжен_ОткрытьФормуПоПолномуИмениФормы"
"passed","Thu Aug 15 11:59:51 MSK 2019","Thu Aug 15 11:59:51 MSK 2019","172","","","","","","Новые : Справочник.АссортиментныеГруппы.Форма.ФормаЭлемента","ТестДолжен_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu Aug 15 12:05:59 MSK 2019","Thu Aug 15 12:05:59 MSK 2019","3","","","","","","РегистрСведений.ПользовательскиеНастройкиДоступаКОбработкам: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"broken","Thu Aug 15 12:07:52 MSK 2019","Thu Aug 15 12:07:52 MSK 2019","14","","","","","","РегистрСведений.ИзмененияОбщихДанныхУзлов: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:10:06 MSK 2019","Thu Aug 15 12:10:06 MSK 2019","4","","","","","","Справочник.УстановкаЦенНоменклатурыПоставщикаПрисоединенныеФайлы: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:11:05 MSK 2019","Thu Aug 15 12:11:05 MSK 2019","3","","","","","","Константа.ПропускатьТоварыСВнешнимШКПриПечатиЭтикетокИзДокумента: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:10:57 MSK 2019","Thu Aug 15 12:10:57 MSK 2019","3","","","","","","Справочник.ВидыАлкогольнойПродукции: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:06:17 MSK 2019","Thu Aug 15 12:06:17 MSK 2019","6","","","","","","Документ.НачислениеЗаработнойПлаты: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:08:04 MSK 2019","Thu Aug 15 12:08:04 MSK 2019","4","","","","","","РегистрНакопления.ЕГАИС_ОстаткиМарокЕГАИС: Проверка доступа на Чтение Не-Администраторами","Тест_ПроверитьНеАдминистраторскиеПраваНаЧтение"
"passed","Thu Aug 15 12:02:17 MSK 2019","Thu Aug 15 12:02:17 MSK 2019","462","","","","","","Существующие : Документ.АктПереоценки.Форма.ФормаДокумента","ТестДолжен_ОткрытьФормуСуществующегоЭлементаДокумента"
"passed","Thu Aug 15 12:00:32 MSK 2019","Thu Aug 15 12:00:32 MSK 2019","141","","","","","","Новые : Справочник.КлючиАналитикиУчетаНоменклатуры.Форма.ФормаЭлемента","ТестДолжен_ОткрытьФормуНовогоЭлементаСправочника"
